AWS App Name,Action Name,Connector Activity Name,Browser and API Traffic
Amazon CloudWatch Application Insights,DescribeApplication,View,Yes
Amazon CloudWatch Application Insights,DescribeProblemObservations,View,Yes
Amazon CloudWatch Application Insights,UpdateApplication,Edit,Yes
Amazon CloudWatch Application Insights,UpdateComponent,Edit,Yes
Amazon CloudWatch Application Insights,DescribeComponentConfiguration,View,Yes
Amazon CloudWatch Application Insights,ListLogPatterns,View,Yes
Amazon CloudWatch Application Insights,UpdateLogPattern,Edit,Yes
Amazon CloudWatch Events,DeletePartnerEventSource,Delete,Yes
Amazon CloudWatch Events,EnableRule,Enable,Yes
Amazon CloudWatch Events,DescribeArchive,View,Yes
Amazon CloudWatch Events,PutPartnerEvents,Edit,Yes
Amazon CloudWatch Events,UntagResource,Delete,Yes
Amazon CloudWatch Events,DescribeConnection,View,Yes
Amazon CloudWatch Events,PutPermission,Edit,Yes
Amazon CloudWatch Events,ListPartnerEventSources,View,Yes
Amazon CloudWatch Events,ListTargetsByRule,View,Yes
Amazon CloudWatch Events,TestEventPattern,Create,Yes
Amazon CloudWatch Events,DescribeRule,View,Yes
Amazon CloudWatch Events,ListRuleNamesByTarget,View,Yes
Amazon CloudWatch Events,ListEventSources,View,Yes
Amazon CloudWatch Events,DeauthorizeConnection,Create,Yes
Amazon CloudWatch Events,CreateApiDestination,Create,Yes
Amazon CloudWatch Events,CancelReplay,Delete,Yes
Amazon CloudWatch Events,RemovePermission,Delete,Yes
Amazon CloudWatch Events,DeleteEventBus,Delete,Yes
Amazon CloudWatch Events,DeleteConnection,Delete,Yes
Amazon CloudWatch Events,DeactivateEventSource,Deactivate,Yes
Amazon CloudWatch Events,RemoveTargets,Delete,Yes
Amazon CloudWatch Events,DeleteRule,Delete,Yes
Amazon CloudWatch Events,UpdateArchive,Edit,Yes
Amazon CloudWatch Events,DescribeApiDestination,View,Yes
Amazon CloudWatch Events,DescribeReplay,View,Yes
Amazon CloudWatch Events,ListRules,View,Yes
Amazon CloudWatch Events,ListArchives,View,Yes
Amazon CloudWatch Events,CreateEventBus,Create,Yes
Amazon CloudWatch Events,ListEventBuses,View,Yes
Amazon CloudWatch Events,PutRule,Edit,Yes
Amazon CloudWatch Events,CreateArchive,Create,Yes
Amazon CloudWatch Events,ListTagsForResource,View,Yes
Amazon CloudWatch Events,UpdateApiDestination,Edit,Yes
Amazon CloudWatch Events,DeleteApiDestination,Delete,Yes
Amazon CloudWatch Events,ListPartnerEventSourceAccounts,View,Yes
Amazon CloudWatch Events,DisableRule,Delete,Yes
Amazon CloudWatch Events,TagResource,Create,Yes
Amazon CloudWatch Events,CreateConnection,Create,Yes
Amazon CloudWatch Events,DescribeEventSource,View,Yes
Amazon CloudWatch Events,DeleteArchive,Delete,Yes
Amazon CloudWatch Events,CreatePartnerEventSource,Create,Yes
Amazon CloudWatch Events,StartReplay,Start,Yes
Amazon CloudWatch Events,UpdateConnection,Edit,Yes
Amazon CloudWatch Events,ListApiDestinations,View,Yes
Amazon CloudWatch Events,DescribeEventBus,View,Yes
Amazon CloudWatch Events,DescribePartnerEventSource,View,Yes
Amazon CloudWatch Events,PutTargets,Edit,Yes
Amazon CloudWatch Events,ListReplays,View,Yes
Amazon CloudWatch Events,ActivateEventSource,Activate,Yes
Amazon CloudWatch Events,PutEvents,Edit,Yes
Amazon CloudWatch Events,ListConnections,View,Yes
Amazon CloudWatch Logs,DescribeResourcePolicies,View,Yes
Amazon CloudWatch Logs,PutSubscriptionFilter,Edit,Yes
Amazon CloudWatch Logs,FilterLogEvents,Create,Yes
Amazon CloudWatch Logs,PutRetentionPolicy,Edit,Yes
Amazon CloudWatch Logs,DeleteRetentionPolicy,Delete,Yes
Amazon CloudWatch Logs,GetQueryResults,View,Yes
Amazon CloudWatch Logs,DescribeQueryDefinitions,View,Yes
Amazon CloudWatch Logs,DeleteDestination,Delete,Yes
Amazon CloudWatch Logs,TagLogGroup,Create,Yes
Amazon CloudWatch Logs,DescribeQueries,View,Yes
Amazon CloudWatch Logs,DisassociateKmsKey,Delete,Yes
Amazon CloudWatch Logs,DeleteQueryDefinition,Delete,Yes
Amazon CloudWatch Logs,StartQuery,Start,Yes
Amazon CloudWatch Logs,CreateExportTask,Create,Yes
Amazon CloudWatch Logs,DescribeLogGroups,View,Yes
Amazon CloudWatch Logs,AssociateKmsKey,Create,Yes
Amazon CloudWatch Logs,CreateLogGroup,Create,Yes
Amazon CloudWatch Logs,PutQueryDefinition,Edit,Yes
Amazon CloudWatch Logs,CancelExportTask,Delete,Yes
Amazon CloudWatch Logs,DeleteMetricFilter,Delete,Yes
Amazon CloudWatch Logs,DeleteSubscriptionFilter,Delete,Yes
Amazon CloudWatch Logs,DescribeLogStreams,View,Yes
Amazon CloudWatch Logs,StopQuery,Stop,Yes
Amazon CloudWatch Logs,GetLogEvents,View,Yes
Amazon CloudWatch Logs,PutLogEvents,Edit,Yes
Amazon CloudWatch Logs,UntagLogGroup,Delete,Yes
Amazon CloudWatch Logs,DescribeDestinations,View,Yes
Amazon CloudWatch Logs,DeleteResourcePolicy,Delete,Yes
Amazon CloudWatch Logs,DescribeExportTasks,View,Yes
Amazon CloudWatch Logs,TestMetricFilter,Create,Yes
Amazon CloudWatch Logs,CreateLogStream,Create,Yes
Amazon CloudWatch Logs,ListTagsLogGroup,View,Yes
Amazon CloudWatch Logs,DeleteLogStream,Delete,Yes
Amazon CloudWatch Logs,DescribeSubscriptionFilters,View,Yes
Amazon CloudWatch Logs,PutDestinationPolicy,Edit,Yes
Amazon CloudWatch Logs,PutResourcePolicy,Edit,Yes
Amazon CloudWatch Logs,PutMetricFilter,Edit,Yes
Amazon CloudWatch Logs,PutDestination,Edit,Yes
Amazon CloudWatch Logs,DeleteLogGroup,Delete,Yes
Amazon CloudWatch Logs,GetLogGroupFields,View,Yes
Amazon CloudWatch Logs,DescribeMetricFilters,View,Yes
Amazon CloudWatch Logs,GetLogRecord,View,Yes
Amazon Database Migration Service,RefreshSchemas,Create,Yes
Amazon Database Migration Service,StartReplicationTaskAssessmentRun,Start,Yes
Amazon Database Migration Service,CancelReplicationTaskAssessmentRun,Delete,Yes
Amazon Database Migration Service,MoveReplicationTask,Move,Yes
Amazon Database Migration Service,DescribeReplicationTaskAssessmentResults,View,Yes
Amazon Database Migration Service,ImportCertificate,Create,Yes
Amazon Database Migration Service,DescribeReplicationInstances,View,Yes
Amazon Database Migration Service,DescribeEndpoints,View,Yes
Amazon Database Migration Service,DescribeReplicationTaskIndividualAssessments,View,Yes
Amazon Database Migration Service,DeleteReplicationInstance,Delete,Yes
Amazon Database Migration Service,DeleteConnection,Delete,Yes
Amazon Database Migration Service,DescribeEndpointSettings,View,Yes
Amazon Database Migration Service,DescribeCertificates,View,Yes
Amazon Database Migration Service,DescribeReplicationInstanceTaskLogs,View,Yes
Amazon Database Migration Service,DeleteEndpoint,Delete,Yes
Amazon Database Migration Service,CreateReplicationInstance,Create,Yes
Amazon Database Migration Service,DescribeEventCategories,View,Yes
Amazon Database Migration Service,ListTagsForResource,View,Yes
Amazon Database Migration Service,DescribeEventSubscriptions,View,Yes
Amazon Database Migration Service,DescribeRefreshSchemasStatus,View,Yes
Amazon Database Migration Service,RebootReplicationInstance,Reboot,Yes
Amazon Database Migration Service,ModifyReplicationTask,Edit,Yes
Amazon Database Migration Service,CreateReplicationSubnetGroup,Create,Yes
Amazon Database Migration Service,StartReplicationTask,Start,Yes
Amazon Database Migration Service,StopReplicationTask,Stop,Yes
Amazon Database Migration Service,DescribeReplicationTasks,View,Yes
Amazon Database Migration Service,DeleteReplicationTask,Delete,Yes
Amazon Database Migration Service,ModifyEndpoint,Edit,Yes
Amazon Database Migration Service,StartReplicationTaskAssessment,Start,Yes
Amazon Database Migration Service,DescribeTableStatistics,View,Yes
Amazon Database Migration Service,DescribeAccountAttributes,View,Yes
Amazon Database Migration Service,DescribeEvents,View,Yes
Amazon Database Migration Service,DeleteCertificate,Delete,Yes
Amazon Database Migration Service,RemoveTagsFromResource,Delete,Yes
Amazon Database Migration Service,DeleteReplicationSubnetGroup,Delete,Yes
Amazon Database Migration Service,AddTagsToResource,Create,Yes
Amazon Database Migration Service,ReloadTables,Create,Yes
Amazon Database Migration Service,TestConnection,Create,Yes
Amazon Database Migration Service,DeleteEventSubscription,Delete,Yes
Amazon Database Migration Service,DescribeSchemas,View,Yes
Amazon Database Migration Service,ModifyReplicationSubnetGroup,Edit,Yes
Amazon Database Migration Service,DescribeReplicationSubnetGroups,View,Yes
Amazon Database Migration Service,DeleteReplicationTaskAssessmentRun,Delete,Yes
Amazon Database Migration Service,DescribeOrderableReplicationInstances,View,Yes
Amazon Database Migration Service,CreateEventSubscription,Create,Yes
Amazon Database Migration Service,DescribeApplicableIndividualAssessments,View,Yes
Amazon Database Migration Service,CreateEndpoint,Create,Yes
Amazon Database Migration Service,DescribeConnections,View,Yes
Amazon Database Migration Service,DescribeReplicationTaskAssessmentRuns,View,Yes
Amazon Database Migration Service,ModifyReplicationInstance,Edit,Yes
Amazon Database Migration Service,DescribeEndpointTypes,View,Yes
Amazon Database Migration Service,CreateReplicationTask,Create,Yes
Amazon Database Migration Service,DescribePendingMaintenanceActions,View,Yes
Amazon Database Migration Service,ApplyPendingMaintenanceAction,Edit,Yes
Amazon Database Migration Service,ModifyEventSubscription,Edit,Yes
Amazon Direct Connect,CreatePublicVirtualInterface,Create,Yes
Amazon Direct Connect,DescribeLags,View,Yes
Amazon Direct Connect,DeleteDirectConnectGatewayAssociation,Delete,Yes
Amazon Direct Connect,AllocatePublicVirtualInterface,Create,Yes
Amazon Direct Connect,DescribeConnectionLoa,View,Yes
Amazon Direct Connect,DeleteConnection,Delete,Yes
Amazon Direct Connect,CreateLag,Create,Yes
Amazon Direct Connect,DescribeVirtualGateways,View,Yes
Amazon Direct Connect,DescribeVirtualInterfaces,View,Yes
Amazon Direct Connect,DescribeDirectConnectGatewayAssociationProposals,View,Yes
Amazon Direct Connect,DescribeDirectConnectGatewayAssociations,View,Yes
Amazon Direct Connect,CreateDirectConnectGatewayAssociation,Create,Yes
Amazon Direct Connect,DescribeDirectConnectGateways,View,Yes
Amazon Direct Connect,DescribeTags,View,Yes
Amazon Direct Connect,DeleteBGPPeer,Delete,Yes
Amazon Direct Connect,StartBgpFailoverTest,Start,Yes
Amazon Direct Connect,DescribeConnectionsOnInterconnect,View,Yes
Amazon Direct Connect,ListVirtualInterfaceTestHistory,View,Yes
Amazon Direct Connect,AssociateHostedConnection,Create,Yes
Amazon Direct Connect,AcceptDirectConnectGatewayAssociationProposal,Approve,Yes
Amazon Direct Connect,UntagResource,Delete,Yes
Amazon Direct Connect,DisassociateConnectionFromLag,Delete,Yes
Amazon Direct Connect,DescribeLocations,View,Yes
Amazon Direct Connect,UpdateDirectConnectGatewayAssociation,Edit,Yes
Amazon Direct Connect,AllocateTransitVirtualInterface,Create,Yes
Amazon Direct Connect,DescribeDirectConnectGatewayAttachments,View,Yes
Amazon Direct Connect,CreateDirectConnectGatewayAssociationProposal,Create,Yes
Amazon Direct Connect,CreateConnection,Create,Yes
Amazon Direct Connect,ConfirmPublicVirtualInterface,Create,Yes
Amazon Direct Connect,ConfirmPrivateVirtualInterface,Create,Yes
Amazon Direct Connect,UpdateConnection,Edit,Yes
Amazon Direct Connect,DescribeConnections,View,Yes
Amazon Direct Connect,DeleteVirtualInterface,Delete,Yes
Amazon Direct Connect,UpdateLag,Edit,Yes
Amazon Direct Connect,ConfirmTransitVirtualInterface,Create,Yes
Amazon Direct Connect,AllocateConnectionOnInterconnect,Create,Yes
Amazon Direct Connect,CreateBGPPeer,Create,Yes
Amazon Direct Connect,DeleteInterconnect,Delete,Yes
Amazon Direct Connect,DescribeInterconnectLoa,View,Yes
Amazon Direct Connect,DeleteDirectConnectGatewayAssociationProposal,Delete,Yes
Amazon Direct Connect,AssociateMacSecKey,Create,Yes
Amazon Direct Connect,CreateTransitVirtualInterface,Create,Yes
Amazon Direct Connect,DescribeInterconnects,View,Yes
Amazon Direct Connect,AllocateHostedConnection,Create,Yes
Amazon Direct Connect,AssociateConnectionWithLag,Create,Yes
Amazon Direct Connect,ConfirmConnection,Create,Yes
Amazon Direct Connect,StopBgpFailoverTest,Stop,Yes
Amazon Direct Connect,CreateDirectConnectGateway,Create,Yes
Amazon Direct Connect,DeleteDirectConnectGateway,Delete,Yes
Amazon Direct Connect,DisassociateMacSecKey,Delete,Yes
Amazon Direct Connect,AllocatePrivateVirtualInterface,Create,Yes
Amazon Direct Connect,DescribeHostedConnections,View,Yes
Amazon Direct Connect,DeleteLag,Delete,Yes
Amazon Direct Connect,CreateInterconnect,Create,Yes
Amazon Direct Connect,DescribeLoa,View,Yes
Amazon Direct Connect,AssociateVirtualInterface,Create,Yes
Amazon Direct Connect,CreatePrivateVirtualInterface,Create,Yes
Amazon Direct Connect,TagResource,Create,Yes
Amazon Direct Connect,UpdateVirtualInterfaceAttributes,Edit,Yes
Amazon Directory Service,UpdateRadius,Edit,Yes
Amazon Directory Service,DescribeEventTopics,View,Yes
Amazon Directory Service,DescribeLDAPSSettings,View,Yes
Amazon Directory Service,DisableLDAPS,Delete,Yes
Amazon Directory Service,ListTagsForResource,View,Yes
Amazon Directory Service,EnableRadius,Enable,Yes
Amazon Directory Service,AcceptSharedDirectory,Approve,Yes
Amazon Directory Service,AddTagsToResource,Create,Yes
Amazon Directory Service,EnableSso,Enable,Yes
Amazon Directory Service,UnshareDirectory,Create,Yes
Amazon Directory Service,VerifyTrust,Create,Yes
Amazon Directory Service,RegisterEventTopic,Register,Yes
Amazon Directory Service,DeleteTrust,Delete,Yes
Amazon Directory Service,DeleteDirectory,Delete,Yes
Amazon Directory Service,ListSchemaExtensions,View,Yes
Amazon Directory Service,AddRegion,Create,Yes
Amazon Directory Service,EnableClientAuthentication,Enable,Yes
Amazon Directory Service,DescribeCertificate,View,Yes
Amazon Directory Service,ListLogSubscriptions,View,Yes
Amazon Directory Service,DeregisterEventTopic,Deregister,Yes
Amazon Directory Service,RejectSharedDirectory,Reject,Yes
Amazon Directory Service,RegisterCertificate,Register,Yes
Amazon Directory Service,UpdateConditionalForwarder,Edit,Yes
Amazon Directory Service,ListIpRoutes,View,Yes
Amazon Directory Service,DisableSso,Delete,Yes
Amazon Directory Service,RemoveRegion,Delete,Yes
Amazon Directory Service,DescribeSnapshots,View,Yes
Amazon Directory Service,DeleteLogSubscription,Delete,Yes
Amazon Directory Service,ListCertificates,View,Yes
Amazon Directory Service,CreateSnapshot,Create,Yes
Amazon Directory Service,DescribeRegions,View,Yes
Amazon Directory Service,RemoveTagsFromResource,Delete,Yes
Amazon Directory Service,DescribeDomainControllers,View,Yes
Amazon Directory Service,EnableLDAPS,Enable,Yes
Amazon Directory Service,UpdateNumberOfDomainControllers,Edit,Yes
Amazon Directory Service,DisableRadius,Delete,Yes
Amazon Directory Service,DescribeSharedDirectories,View,Yes
Amazon Directory Service,AddIpRoutes,Create,Yes
Amazon Directory Service,CreateMicrosoftAD,Create,Yes
Amazon Directory Service,RemoveIpRoutes,Delete,Yes
Amazon Directory Service,CancelSchemaExtension,Delete,Yes
Amazon Directory Service,DisableClientAuthentication,Delete,Yes
Amazon Directory Service,GetSnapshotLimits,View,Yes
Amazon Directory Service,DescribeConditionalForwarders,View,Yes
Amazon Directory Service,StartSchemaExtension,Start,Yes
Amazon Directory Service,ShareDirectory,Create,Yes
Amazon Directory Service,DescribeDirectories,View,Yes
Amazon Directory Service,DescribeTrusts,View,Yes
Amazon Directory Service,DeleteSnapshot,Delete,Yes
Amazon Directory Service,CreateConditionalForwarder,Create,Yes
Amazon Directory Service,UpdateTrust,Edit,Yes
Amazon Directory Service,ResetUserPassword,Edit,Yes
Amazon Directory Service,ConnectDirectory,Create,Yes
Amazon Directory Service,CreateLogSubscription,Create,Yes
Amazon Directory Service,CreateComputer,Create,Yes
Amazon Directory Service,RestoreFromSnapshot,Create,Yes
Amazon Directory Service,GetDirectoryLimits,View,Yes
Amazon Directory Service,DeregisterCertificate,Deregister,Yes
Amazon Directory Service,CreateTrust,Create,Yes
Amazon Directory Service,DeleteConditionalForwarder,Delete,Yes
Amazon Directory Service,CreateDirectory,Create,Yes
Amazon Directory Service,CreateAlias,Create,Yes
Amazon DynamoDB,UpdateTableReplicaAutoScaling,Edit,Yes
Amazon DynamoDB,UpdateContributorInsights,Edit,Yes
Amazon DynamoDB,DescribeContributorInsights,View,Yes
Amazon DynamoDB,Query,Create,Yes
Amazon DynamoDB,CreateTable,Create,Yes
Amazon DynamoDB,UpdateContinuousBackups,Edit,Yes
Amazon DynamoDB,RestoreTableToPointInTime,Create,Yes
Amazon DynamoDB,ListContributorInsights,View,Yes
Amazon DynamoDB,DescribeEndpoints,View,Yes
Amazon DynamoDB,DescribeTimeToLive,View,Yes
Amazon DynamoDB,ExecuteStatement,Create,Yes
Amazon DynamoDB,TagResource,Create,Yes
Amazon DynamoDB,ExportTableToPointInTime,View,Yes
Amazon DynamoDB,DisableKinesisStreamingDestination,Delete,Yes
Amazon DynamoDB,CreateBackup,Create,Yes
Amazon DynamoDB,DeleteBackup,Delete,Yes
Amazon DynamoDB,TransactGetItems,Create,Yes
Amazon DynamoDB,DescribeGlobalTable,View,Yes
Amazon DynamoDB,DeleteItem,Delete,Yes
Amazon DynamoDB,TransactWriteItems,Create,Yes
Amazon DynamoDB,DescribeTable,View,Yes
Amazon DynamoDB,DescribeLimits,View,Yes
Amazon DynamoDB,ListTagsOfResource,View,Yes
Amazon DynamoDB,EnableKinesisStreamingDestination,Enable,Yes
Amazon DynamoDB,DescribeGlobalTableSettings,View,Yes
Amazon DynamoDB,UpdateTimeToLive,Edit,Yes
Amazon DynamoDB,ListExports,View,Yes
Amazon DynamoDB,DescribeKinesisStreamingDestination,View,Yes
Amazon DynamoDB,ListTables,View,Yes
Amazon DynamoDB,ListBackups,View,Yes
Amazon DynamoDB,DescribeBackup,View,Yes
Amazon DynamoDB,UpdateItem,Edit,Yes
Amazon DynamoDB,Scan,Create,Yes
Amazon DynamoDB,DescribeTableReplicaAutoScaling,View,Yes
Amazon DynamoDB,DeleteTable,Delete,Yes
Amazon DynamoDB,CreateGlobalTable,Create,Yes
Amazon DynamoDB,GetItem,View,Yes
Amazon DynamoDB,UntagResource,Delete,Yes
Amazon DynamoDB,UpdateGlobalTableSettings,Edit,Yes
Amazon DynamoDB,UpdateTable,Edit,Yes
Amazon DynamoDB,DescribeExport,View,Yes
Amazon DynamoDB,ListGlobalTables,View,Yes
Amazon DynamoDB,RestoreTableFromBackup,Create,Yes
Amazon DynamoDB,ExecuteTransaction,Create,Yes
Amazon DynamoDB,PutItem,Edit,Yes
Amazon DynamoDB,WriteItem,Create,Yes
Amazon DynamoDB,UpdateGlobalTable,Edit,Yes
Amazon DynamoDB,DescribeContinuousBackups,View,Yes
Amazon DynamoDB Accelerator (DAX),DecreaseReplicationFactor,Edit,Yes
Amazon DynamoDB Accelerator (DAX),DescribeClusters,View,Yes
Amazon DynamoDB Accelerator (DAX),RebootNode,Reboot,Yes
Amazon DynamoDB Accelerator (DAX),DescribeEvents,View,Yes
Amazon DynamoDB Accelerator (DAX),CreateParameterGroup,Create,Yes
Amazon DynamoDB Accelerator (DAX),CreateCluster,Create,Yes
Amazon DynamoDB Accelerator (DAX),IncreaseReplicationFactor,Edit,Yes
Amazon DynamoDB Accelerator (DAX),UpdateSubnetGroup,Edit,Yes
Amazon DynamoDB Accelerator (DAX),DescribeParameterGroups,View,Yes
Amazon DynamoDB Accelerator (DAX),DeleteSubnetGroup,Delete,Yes
Amazon DynamoDB Accelerator (DAX),UpdateCluster,Edit,Yes
Amazon DynamoDB Accelerator (DAX),DeleteCluster,Delete,Yes
Amazon DynamoDB Accelerator (DAX),TagResource,Create,Yes
Amazon DynamoDB Accelerator (DAX),DescribeSubnetGroups,View,Yes
Amazon DynamoDB Accelerator (DAX),ListTags,View,Yes
Amazon DynamoDB Accelerator (DAX),DeleteParameterGroup,Delete,Yes
Amazon DynamoDB Accelerator (DAX),UntagResource,Delete,Yes
Amazon DynamoDB Accelerator (DAX),UpdateParameterGroup,Edit,Yes
Amazon DynamoDB Accelerator (DAX),DescribeParameters,View,Yes
Amazon DynamoDB Accelerator (DAX),DescribeDefaultParameters,View,Yes
Amazon DynamoDB Accelerator (DAX),CreateSubnetGroup,Create,Yes
Amazon DynamoDB Streams,ListStreams,View,Yes
Amazon DynamoDB Streams,DescribeStream,View,Yes
Amazon DynamoDB Streams,GetShardIterator,View,Yes
